altitude,latitude,longitude
0,35717313,139765676
0,35643084,139827056
0,35729399,139715132
0,35648445,139712858
0,35699774,139719182
0,35769543,139803232
0,35705680,139751282
0,35671100,139702606
0,35731218,139795863
0,35696305,139779752
0,35761826,139794130
0,35748172,139880892
0,35733933,139882843
0,35707540,139723907
0,35661203,139726514
0,35668904,139828631
0,35676662,139761114
0,35635209,139718240
0,35775021,139844531
0,35736036,139703689
0,35649993,139754960
0,35671770,139768456
0,35626698,139774632
0,35702597,139775862
0,35767724,139854164
0,35685196,139715974
0,35660930,139775991
0,35690052,139701642
0,35663885,139710611
0,35709116,139793094
0,35665466,139808264
0,35658769,139745481
0,35696146,139803636
0,35768609,139702491
0,35659051,139792594
0,35685223,139782870
0,35713211,139777631
0,35662369,139756324
0,35759167,139714722
0,35674929,139763838
0,35744461,139811527
0,35714061,139884964
0,35632990,139715646
0,35630647,139732272
0,35781318,139823769
0,35691207,139700414
0,35737023,139821223
0,35674192,139718640
0,35646883,139747612
0,35663867,139756857
0,35639317,139713971
0,35705155,139767354
0,35744235,139755594
0,35732316,139710091
0,35697580,139773584
0,35776947,139788188
0,35689393,139829308
0,35699144,139773787
0,35655130,139760194
0,35647622,139731878
0,35661909,139732924
0,35681941,139773323
0,35699385,139729270
0,35659871,139700711
0,35635023,139770923
0,35748958,139719091
0,35631569,139717019
0,35600711,139708355
0,35669478,139875205
0,35713024,139790405
0,35653920,139744883
0,35617632,139734193
0,35689847,139701959
0,35736465,139709837
0,35728872,139743951
0,35730793,139716907
0,35678905,139772364
0,35690690,139759418
0,35663703,139736173
0,35777945,139826221
0,35757492,139824813
0,35708241,139780991
0,35692261,139771458
0,35685509,139730020
0,35660443,139708762
0,35638309,139712364
0,35673291,139747166
0,35667844,139717807
0,35702671,139761818
0,35620104,139728060
0,35712000,139753500
0,35654461,139737643
0,35697759,139791937
0,35626724,139748230
0,35784359,139835470
0,35712776,139700539
0,35697219,139769160
0,35677840,139742095
0,35631219,139716161
0,35743206,139785405
0,35664608,139772243
0,35659980,139713767
0,35677684,139772493
0,35690252,139780507
0,35616240,139710131
0,35658940,139707400
0,35707113,139720555
0,35618883,139729427
0,35785426,139732346
0,35764135,139865784
0,35659261,139714226
0,35734457,139725957
0,35694368,139703452
0,35710198,139810442
0,35696435,139795657
0,35734558,139742066
0,35660943,139727949
0,35631807,139882835
0,35709091,139793811
0,35610793,139751193
0,35745397,139861226
0,35692250,139776367
0,35726837,139826747
0,35760931,139729846
0,35694543,139796788
0,35683737,139704281
0,35692005,139764785
0,35656374,139781628
0,35719472,139783525
0,35766195,139748730
0,35647055,139710340
0,35677499,139763882
0,35645354,139756385
0,35616331,139700459
0,35746264,139769658
0,35679817,139703280
0,35667357,139714499
0,35666624,139748800
0,35652695,139748671
0,35777470,139719227
0,35675152,139796621
0,35624539,139887287
0,35627052,139750931
0,35697717,139709818
0,35682087,139771528
0,35643411,139751089
0,35758907,139820315
0,35605257,139742440
0,35656351,139754802
0,35702467,139755232
0,35628977,139738563
0,35676679,139706253
0,35711350,139782929
0,35741751,139863594
0,35764769,139722120
0,35692641,139762640
0,35666598,139706050
0,35691305,139736714
0,35636619,139762748
0,35764949,139722384
0,35646885,139757268
0,35730012,139812201
0,35659890,139728878
0,35673706,139712272
0,35666681,139753785
0,35708220,139740273
0,35733153,139712885
0,35763245,139830661
0,35723185,139703171
0,35702756,139744716
0,35639762,139858266
0,35712223,139864203
0,35633978,139716012
0,35672586,139724676
0,35741312,139707089
0,35696478,139757788
0,35642234,139804191
0,35725840,139766962
0,35628410,139741800
0,35738170,139784692
0,35695995,139799637
0,35718389,139751482
0,35725049,139871989
0,35684092,139853829
0,35660903,139707939
0,35684789,139733184
0,35680423,139700229
0,35621642,139704726
0,35778197,139819038
0,35712827,139779071
0,35683057,139788718
0,35621820,139726732
0,35738063,139829856
0,35704447,139752637
0,35698151,139773785
0,35623674,139723230
0,35638937,139753117
0,35719438,139714443
0,35611402,139735598
0,35731155,139716733
0,35683737,139741101
0,35664226,139755298
0,35627596,139749456
0,35777372,139745198
0,35673548,139762019
0,35666932,139837080
0,35666487,139775302
0,35665809,139769345
0,35730252,139769464
0,35638094,139796319
0,35696688,139789485
0,35705675,139839567
0,35660297,139705295
0,35669668,139746706
0,35691420,139700234
0,35684662,139729966
0,35698363,139752228
0,35685045,139744113
0,35712444,139778194
0,35634917,139738338
0,35699369,139765552
0,35706763,139771911
0,35665932,139726054
0,35690652,139701697
0,35743907,139703711
0,35675171,139761002
0,35707640,139767469
0,35626229,139881431
0,35694738,139784068
0,35666942,139749720
0,35672635,139740774
0,35679462,139743879
0,35720060,139727993
0,35669612,139762795
0,35641259,139712045
0,35699813,139775128
0,35614612,139742000
0,35655345,139737948
0,35769421,139874563
0,35694860,139766835
0,35647115,139747930
0,35692498,139758882
0,35668282,139817242
0,35616489,139735604
0,35725267,139750566
0,35645542,139752397
0,35748986,139875409
0,35700749,139750428
0,35625714,139714812
0,35682275,139787749
0,35671218,139851486
0,35717806,139854103
0,35730275,139712389
0,35650104,139700215
0,35646438,139709666
0,35673120,139768976
0,35666761,139762849
0,35732647,139715336
0,35659653,139706873
0,35695399,139770231
0,35672115,139764648
0,35722872,139867632
0,35676487,139832828
0,35653921,139872743
0,35605359,139734935
0,35785647,139770013
0,35646622,139746883
0,35710827,139792396
0,35694351,139840684
0,35712002,139775570
0,35631495,139738928
0,35642208,139895702
0,35763787,139763534
0,35662453,139741441
0,35603172,139722235
0,35770180,139726880
0,35694821,139764955
0,35688279,139802390
0,35688614,139787786
0,35692437,139700297
0,35689261,139705524
0,35720227,139820440
0,35727329,139701246
0,35655223,139705741
0,35698413,139772353
0,35686190,139791342
0,35699695,139770553
0,35670763,139769224
0,35713763,139806135
0,35697431,139889932
0,35669731,139798480
0,35638824,139714142
0,35661645,139728248
0,35705844,139754458
0,35672742,139703153
0,35730628,139769060
0,35745552,139791927
0,35656877,139754733
0,35611132,139743113
0,35646801,139747305
0,35735295,139885770
0,35691028,139704474
0,35678614,139738445
0,35666671,139771335
0,35707853,139774518
0,35610299,139714745
0,35655134,139741150
0,35603526,139700305
0,35786690,139727523
0,35795473,139760531
0,35731482,139812112
0,35726191,139791340
0,35659114,139851160
0,35696089,139802897
0,35699937,139836904
0,35688419,139831087
0,35660183,139731775
0,35747877,139832761
0,35721289,139714516
0,35703405,139752497
0,35606897,139752351
0,35657975,139700547
0,35718761,139752793
0,35730216,139791717
0,35692189,139700987
0,35640716,139732729
0,35646130,139734634
0,35647991,139744122
0,35622829,139705488
0,35757856,139735749
0,35702816,139773805
0,35684100,139775943
0,35662773,139716133
0,35716271,139720191
0,35735001,139800082
0,35764655,139843375
0,35699942,139784535
0,35691810,139726764
0,35774568,139722153
0,35695891,139797848
0,35668944,139765717
0,35718935,139865243
0,35655838,139797227
0,35768867,139894353
0,35707686,139781864
0,35798120,139819046
0,35764683,139729920
0,35700234,139748688
0,35661189,139751558
0,35667448,139762005
0,35704371,139812054
0,35616873,139737070
0,35735667,139735852
0,35718331,139808803
0,35745367,139729758
0,35743914,139823739
0,35694357,139853764
0,35682732,139765273
0,35668290,139740129
0,35692803,139723102
0,35627663,139884347
0,35693089,139797741
0,35646383,139706766
0,35711461,139807259
0,35665328,139756780
0,35754818,139864601
0,35630605,139739855
0,35724387,139794421
0,35773507,139723663
0,35693340,139771210
0,35603429,139754130
0,35600917,139745698
0,35655432,139704554
0,35727752,139712848
0,35709700,139721724
0,35631069,139883034
0,35697858,139777718
0,35654927,139757094
0,35683208,139729378
0,35769939,139845737
0,35682435,139782258
0,35627111,139750083
0,35751273,139709568
0,35616303,139753415
0,35727929,139819059
0,35792229,139802430
0,35665043,139711443
0,35622472,139750680
0,35710153,139784356
0,35633651,139715581
0,35719144,139734606
0,35679499,139769580
0,35727901,139788598
0,35792544,139744189
0,35716334,139701804
0,35706878,139719723
0,35646188,139708608
0,35781266,139838272
0,35654866,139737849
0,35616696,139739079
0,35746086,139798726
0,35632985,139732465
0,35757092,139809981
0,35740194,139758686
0,35733214,139772234
0,35694827,139815100
0,35778617,139800210
0,35774665,139793666
0,35622371,139769681
0,35716254,139775591
0,35704185,139756260
0,35673784,139767490
0,35714456,139745669
0,35685502,139763665
0,35748286,139720299
0,35732129,139726299
0,35724466,139707823
0,35692662,139747438
0,35692408,139814665
0,35616982,139705478
0,35644827,139887061
0,35666784,139798722
0,35775622,139728328
0,35727756,139727196
0,35683325,139741018
0,35655464,139734865
0,35684525,139769601
0,35666305,139735081
0,35690966,139770403
0,35700597,139782474
0,35694801,139700187
0,35658244,139710419
0,35729137,139747259
0,35698331,139869075
0,35782862,139833629
0,35627453,139714216
0,35703932,139751611
0,35770531,139722321
0,35643839,139812014
0,35747834,139703684
0,35663640,139752026
0,35756490,139853111
0,35766189,139858285
0,35794267,139852282
0,35698925,139765284
0,35600954,139747625
0,35634162,139798795
0,35777747,139827725
0,35687036,139717727
0,35749537,139805491
0,35690846,139708583
0,35664820,139859423
0,35715754,139871957
0,35730968,139714860
0,35749975,139735894
0,35713908,139762478
0,35667720,139813531
0,35697375,139826836
0,35698740,139707579
0,35669927,139750651
0,35663150,139710574
0,35671480,139703700
0,35642345,139715352
0,35732114,139713609
0,35629061,139739639
0,35667117,139732005
0,35761624,139705528
0,35726044,139712997
0,35710914,139811761
0,35778197,139722097
0,35666909,139832747
0,35670691,139804795
0,35675522,139732524
0,35680284,139786109
0,35682290,139759839
0,35661698,139731278
0,35762947,139833267
0,35720155,139779304
0,35661501,139744332
0,35748788,139725248
0,35778379,139789137
0,35704044,139857527
0,35713105,139810973
0,35713483,139847584
0,35691223,139770545
0,35601105,139734302
0,35659893,139723900
0,35646254,139824924
0,35617404,139734638
0,35645643,139757762
0,35715589,139774880
0,35682640,139702614
0,35655719,139781626
0,35605038,139711684
0,35695007,139767619
0,35785341,139849955
0,35744250,139880393
0,35734910,139712539
0,35715008,139721924
0,35700765,139743450
0,35712413,139802940
0,35711593,139814810
0,35696725,139829052
0,35611558,139727500
0,35782406,139722276
0,35770881,139710479
0,35628437,139794796
0,35712446,139776263
0,35642262,139700189
0,35623153,139719446
0,35697323,139818680
0,35711120,139774667
0,35656955,139736985
0,35705700,139791830
0,35644843,139745663
0,35732174,139725626
0,35733128,139723110
0,35621679,139741031
0,35710457,139827893
0,35770211,139724361
0,35733065,139748817
0,35659910,139742998
0,35651943,139753882
0,35662451,139872234
0,35638496,139734366
0,35604960,139723079
0,35763381,139839382
0,35659954,139701110
0,35727281,139800274
0,35665437,139769371
0,35682961,139730527
0,35727709,139874939
0,35644374,139736395
0,35690156,139701010
0,35624036,139738622
0,35674975,139748592
0,35691522,139783027
0,35707760,139703093
0,35655787,139757133
0,35732910,139702654
0,35699072,139772555
0,35653640,139722298
0,35689624,139701795
0,35698561,139767990
0,35685569,139701730
0,35685510,139768548
0,35609656,139742821
0,35614740,139719541
0,35693500,139823715
0,35763982,139827132
0,35652942,139757771
0,35649579,139752169
0,35701458,139757819
0,35669301,139703609
0,35685907,139811051
0,35702384,139771881
0,35724898,139816007
0,35620983,139731709
0,35736854,139800718
0,35635923,139788883
0,35654645,139707310
0,35709089,139719210
0,35698549,139774887
0,35680558,139762686
0,35791062,139705968
0,35691977,139700761
0,35712742,139774460
0,35702338,139749073
0,35711036,139797182
0,35611836,139753893
0,35637259,139739036
0,35606653,139713503
0,35659449,139720433
0,35645069,139745495
0,35633641,139716338
0,35688806,139766099
0,35759050,139737244
0,35656838,139796704
0,35677349,139827279
0,35644471,139748271
0,35677380,139765900
0,35700945,139700275
0,35694281,139734709
0,35676879,139772763
0,35711057,139782823
0,35634169,139711453
0,35648826,139709809
0,35713558,139763694
0,35608784,139751076
0,35703168,139736668
0,35661865,139705084
0,35735873,139831741
0,35781367,139825373
0,35767187,139724826
0,35690094,139700399
0,35624927,139723003
0,35712741,139811090
0,35716354,139773058
0,35636709,139706608
0,35666924,139711057
0,35666380,139721775
0,35625690,139723993
0,35667154,139747563
0,35644631,139735187
0,35777213,139721079
0,35644139,139715289
0,35655144,139742154
0,35768465,139864765
0,35673058,139736674
0,35730785,139710403
0,35687716,139797538
0,35670316,139747111
0,35685061,139743629
0,35701116,139752416
0,35676020,139703130
0,35659141,139716129
0,35677305,139840283
0,35699298,139743496
0,35797241,139761235
0,35674697,139776678
0,35715735,139766064
0,35729718,139709366
0,35763162,139727278
0,35694108,139759960
0,35652401,139761365
0,35671283,139765064
0,35646620,139846868
0,35674408,139762509
0,35685059,139733074
0,35713863,139778163
0,35618829,139703700
0,35686189,139766345
0,35724684,139777541
0,35630757,139740176
0,35716997,139875184
0,35664732,139732768
0,35670155,139717237
0,35708651,139796037
